"日付け","終値","始値","高値","安値","出来高","前日比%"
"2014年10月20日","41,163","41,421","41,538","39,752","1.31K","-0.62%"
"2014年10月19日","41,421","41,046","41,421","37,666","0.07K","0.91%"
"2014年10月18日","41,046","40,466","41,055","37,028","0.56K","1.43%"
"2014年10月17日","40,466","39,795","42,322","32,871","2.08K","1.69%"
"2014年10月16日","39,795","41,400","42,725","39,736","2.17K","-3.88%"
"2014年10月15日","41,400","43,431","43,761","41,030","1.39K","-4.68%"
"2014年10月14日","43,431","40,774","43,817","37,748","1.36K","6.52%"
"2014年10月13日","40,774","39,192","40,977","36,847","1.72K","4.04%"
"2014年10月12日","39,192","38,769","39,528","36,624","0.73K","1.09%"
"2014年10月11日","38,769","38,697","40,276","33,334","0.77K","0.19%"
"2014年10月10日","38,697","39,152","41,521","33,169","1.32K","-1.16%"
"2014年10月09日","39,152","39,084","42,181","35,682","1.18K","0.17%"
"2014年10月08日","39,084","36,601","39,084","32,754","1.35K","6.79%"
"2014年10月07日","36,601","35,963","40,360","32,762","1.46K","0.20%"
"2014年10月06日","36,529","36,286","39,177","31,952","0.76K","0.67%"
"2014年10月05日","36,286","36,180","40,116","32,070","0.57K","0.29%"
"2014年10月04日","36,180","39,748","41,394","35,840","0.52K","-8.98%"
"2014年10月03日","39,748","40,952","41,899","39,507","1.33K","-2.94%"
"2014年10月02日","40,952","41,370","42,264","39,709","0.77K","-1.01%"
"2014年10月01日","41,370","43,712","43,835","40,503","0.34K","-5.36%"
"2014年09月30日","43,712","40,996","43,737","39,851","1.47K","6.63%"
"2014年09月29日","40,996","41,790","44,277","37,558","1.27K","-1.90%"
"2014年09月28日","41,790","44,509","44,529","41,555","0.46K","-6.11%"
"2014年09月27日","44,509","44,241","44,819","43,093","0.92K","0.61%"
"2014年09月26日","44,241","44,355","45,515","43,362","1.83K","-0.26%"
"2014年09月25日","44,355","46,559","48,542","42,937","1.88K","-4.73%"
"2014年09月24日","46,559","47,682","50,296","42,347","1.80K","-2.36%"
"2014年09月23日","47,682","42,978","50,223","42,060","2.19K","10.95%"
"2014年09月22日","42,978","44,370","44,639","41,357","0.48K","-3.14%"
"2014年09月21日","44,370","43,939","45,871","41,234","0.58K","0.98%"
"2014年09月20日","43,939","43,370","46,160","42,253","0.26K","1.31%"
"2014年09月19日","43,370","45,779","52,882","41,302","0.88K","-5.26%"
"2014年09月18日","45,779","48,559","52,882","45,020","1.07K","-5.73%"
"2014年09月17日","48,559","49,299","50,653","47,561","0.91K","-1.50%"
